idade,renda_mensal,historico_credito,tempo_emprego,tipo_residencia,estado_civil,numero_dependentes,valor_solicitado,finalidade_credito,risco
42,2848.26,Regular,24,Própria,Casado,1,11310.36,Pessoal,Baixo Risco
52,3036.24,Regular,13,Financiada,Casado,4,18332.81,Educação,Alto Risco
42,3833.2,Ruim,4,Própria,Solteiro,4,8830.87,Pessoal,Alto Risco
46,2781.88,Excelente,10,Alugada,Solteiro,3,5215.95,Veículo,Baixo Risco
35,5383.63,Excelente,15,Financiada,Casado,0,17359.89,Pessoal,Baixo Risco
63,2158.09,Bom,1,Alugada,Solteiro,1,5412.07,Pessoal,Alto Risco
35,3219.69,Regular,7,Própria,Casado,0,17240.99,Pessoal,Baixo Risco
19,2840.4,Excelente,10,Familiar,Solteiro,0,1000.0,Pessoal,Baixo Risco
52,5670.47,Regular,17,Própria,Divorciado,1,9200.1,Imóvel,Baixo Risco
33,3794.83,Ruim,2,Própria,Casado,1,12379.38,Pessoal,Alto Risco
58,5047.77,Ruim,0,Financiada,Solteiro,4,2146.92,Imóvel,Alto Risco
53,1271.66,Regular,10,Alugada,Divorciado,2,12018.62,Pessoal,Alto Risco
50,3900.58,Excelente,15,Alugada,Solteiro,0,24480.16,Pessoal,Baixo Risco
21,4834.45,Ruim,17,Própria,Solteiro,1,4837.53,Veículo,Alto Risco
50,3623.43,Regular,15,Alugada,Casado,1,12237.01,Educação,Baixo Risco
31,5098.22,Excelente,22,Própria,Casado,1,28621.16,Imóvel,Baixo Risco
38,2724.07,Excelente,9,Familiar,Casado,0,6505.11,Educação,Baixo Risco
65,5614.02,Ruim,17,Própria,Solteiro,1,26177.79,Pessoal,Alto Risco
37,6948.35,Regular,5,Financiada,Casado,3,12767.96,Educação,Baixo Risco
25,2955.74,Ruim,18,Alugada,Solteiro,1,15815.3,Pessoal,Alto Risco
24,2831.75,Ruim,3,Financiada,Solteiro,0,25331.86,Pessoal,Alto Risco
20,5680.08,Regular,12,Financiada,Divorciado,1,11119.22,Imóvel,Baixo Risco
34,5869.36,Regular,23,Alugada,Casado,0,20048.21,Veículo,Baixo Risco
50,2715.71,Bom,13,Própria,Solteiro,2,22076.78,Negócio,Baixo Risco
65,2869.72,Bom,2,Própria,Casado,0,9793.49,Pessoal,Alto Risco
29,3077.32,Bom,9,Própria,Solteiro,1,8908.56,Negócio,Baixo Risco
68,1483.32,Regular,5,Financiada,Divorciado,1,13171.18,Imóvel,Alto Risco
39,2122.02,Regular,0,Financiada,Solteiro,2,13421.48,Imóvel,Alto Risco
39,1993.79,Ruim,22,Alugada,Solteiro,2,6368.42,Pessoal,Alto Risco
63,2348.3,Bom,23,Própria,Casado,1,9867.2,Pessoal,Baixo Risco
47,3447.97,Regular,13,Própria,Casado,0,1000.0,Negócio,Baixo Risco
55,3851.32,Regular,7,Alugada,Casado,2,12325.82,Veículo,Baixo Risco
55,5825.75,Regular,18,Alugada,Solteiro,1,22155.15,Imóvel,Baixo Risco
62,2002.47,Regular,13,Financiada,Solteiro,3,1666.49,Negócio,Baixo Risco
68,4976.48,Bom,9,Familiar,Casado,2,11294.84,Pessoal,Baixo Risco
25,3179.02,Regular,16,Própria,Solteiro,0,34538.66,Imóvel,Alto Risco
44,3425.8,Excelente,8,Alugada,Divorciado,1,14819.52,Imóvel,Baixo Risco
44,4512.23,Bom,5,Alugada,Solteiro,0,25854.35,Pessoal,Baixo Risco
51,1815.92,Bom,10,Própria,Casado,0,6904.68,Pessoal,Baixo Risco
38,4073.61,Regular,24,Própria,Casado,2,18590.55,Veículo,Baixo Risco
47,3749.68,Ruim,6,Própria,Solteiro,2,5542.25,Veículo,Baixo Risco
50,4238.68,Regular,16,Financiada,Casado,0,18208.52,Imóvel,Baixo Risco
45,3933.75,Regular,0,Alugada,Divorciado,3,21737.99,Pessoal,Alto Risco
64,7182.95,Regular,21,Alugada,Solteiro,0,19839.81,Negócio,Baixo Risco
50,2543.39,Regular,4,Familiar,Divorciado,2,12240.5,Pessoal,Alto Risco
22,2703.5,Excelente,8,Financiada,Casado,0,17199.47,Imóvel,Baixo Risco
65,2565.29,Bom,17,Própria,Solteiro,2,17275.94,Imóvel,Alto Risco
36,2666.78,Bom,23,Alugada,Casado,2,20327.92,Pessoal,Baixo Risco
21,2543.92,Bom,20,Alugada,Solteiro,3,14009.86,Pessoal,Alto Risco
52,5283.52,Excelente,1,Financiada,Casado,0,22449.11,Educação,Baixo Risco
66,5630.76,Excelente,10,Financiada,Casado,0,26476.84,Educação,Baixo Risco
34,2643.88,Bom,5,Alugada,Divorciado,3,12457.06,Pessoal,Baixo Risco
61,2251.47,Ruim,7,Própria,Viúvo,2,15371.52,Veículo,Alto Risco
45,4207.12,Bom,3,Financiada,Casado,2,7761.48,Veículo,Baixo Risco
47,2671.67,Bom,17,Própria,Casado,2,17722.06,Pessoal,Baixo Risco
46,4449.4,Excelente,10,Própria,Solteiro,1,17773.1,Imóvel,Baixo Risco
63,3804.38,Regular,4,Própria,Casado,3,15463.89,Educação,Alto Risco
23,1226.38,Bom,14,Própria,Solteiro,2,16067.2,Veículo,Alto Risco
52,5821.26,Bom,17,Própria,Casado,3,30374.61,Negócio,Baixo Risco
58,6193.82,Regular,1,Financiada,Casado,1,1000.0,Pessoal,Baixo Risco
54,2580.82,Excelente,21,Familiar,Solteiro,1,11026.74,Imóvel,Baixo Risco
41,2918.45,Excelente,10,Própria,Solteiro,0,12250.21,Veículo,Baixo Risco
46,3928.8,Bom,24,Própria,Casado,0,26655.3,Veículo,Baixo Risco
66,4001.69,Excelente,12,Própria,Casado,0,18802.31,Veículo,Baixo Risco
63,4487.82,Excelente,3,Própria,Casado,1,18997.49,Pessoal,Baixo Risco
48,6515.31,Bom,21,Própria,Casado,3,25078.85,Imóvel,Baixo Risco
52,3234.58,Ruim,6,Familiar,Casado,1,13560.35,Imóvel,Alto Risco
50,2302.55,Regular,10,Própria,Casado,1,20218.61,Pessoal,Alto Risco
69,1431.02,Regular,21,Alugada,Solteiro,0,10753.87,Educação,Alto Risco
38,2403.6,Bom,23,Própria,Solteiro,1,6573.55,Veículo,Baixo Risco
49,3450.31,Ruim,3,Financiada,Casado,2,29353.34,Imóvel,Alto Risco
40,6191.84,Bom,14,Financiada,Casado,1,17952.25,Pessoal,Baixo Risco
50,2723.58,Excelente,0,Familiar,Solteiro,1,20157.3,Pessoal,Alto Risco
20,3835.68,Regular,22,Financiada,Casado,2,6358.6,Veículo,Baixo Risco
35,3475.37,Excelente,2,Própria,Solteiro,4,19082.82,Imóvel,Baixo Risco
42,5282.59,Bom,13,Própria,Casado,1,29225.86,Imóvel,Baixo Risco
59,7290.4,Regular,5,Alugada,Casado,0,12780.4,Veículo,Baixo Risco
48,2703.7,Ruim,17,Própria,Casado,2,4953.6,Pessoal,Alto Risco
20,2765.84,Bom,24,Alugada,Divorciado,0,16471.81,Veículo,Alto Risco
57,5066.24,Regular,0,Própria,Solteiro,1,6712.82,Imóvel,Baixo Risco
63,4522.84,Ruim,5,Própria,Viúvo,0,2537.61,Imóvel,Alto Risco
41,6270.06,Excelente,5,Alugada,Casado,0,9121.87,Pessoal,Baixo Risco
67,4375.89,Bom,20,Alugada,Casado,1,11059.22,Pessoal,Baixo Risco
49,2961.06,Bom,15,Financiada,Casado,0,7102.0,Educação,Baixo Risco
64,4385.98,Bom,4,Própria,Casado,1,25611.73,Pessoal,Alto Risco
39,5163.06,Bom,16,Alugada,Casado,5,30116.88,Pessoal,Baixo Risco
40,4730.72,Ruim,9,Própria,Casado,2,19944.7,Pessoal,Alto Risco
19,4260.91,Regular,20,Própria,Solteiro,0,18073.56,Veículo,Baixo Risco
44,5100.01,Regular,17,Alugada,Solteiro,2,13863.62,Veículo,Baixo Risco
59,5253.94,Bom,6,Própria,Casado,2,7829.34,Imóvel,Baixo Risco
19,5573.24,Ruim,2,Própria,Solteiro,3,27823.28,Pessoal,Alto Risco
43,4473.06,Ruim,12,Própria,Casado,3,14497.17,Imóvel,Alto Risco
34,3249.32,Ruim,14,Própria,Solteiro,2,11299.32,Pessoal,Alto Risco
57,3720.07,Excelente,19,Própria,Casado,0,23118.05,Educação,Baixo Risco
50,5309.76,Regular,18,Própria,Divorciado,2,14411.33,Imóvel,Baixo Risco
26,2274.6,Excelente,2,Própria,Divorciado,0,22818.35,Imóvel,Alto Risco
60,4053.01,Bom,3,Própria,Casado,0,11722.01,Pessoal,Baixo Risco
65,2909.99,Excelente,4,Alugada,Casado,1,23141.1,Pessoal,Alto Risco
56,3543.12,Regular,0,Própria,Divorciado,1,22838.14,Veículo,Alto Risco
46,5417.68,Regular,3,Própria,Casado,2,25598.63,Imóvel,Baixo Risco
59,3786.65,Excelente,11,Própria,Solteiro,4,9324.6,Pessoal,Baixo Risco
43,3569.65,Bom,23,Alugada,Divorciado,0,14335.68,Negócio,Baixo Risco
52,1460.22,Bom,9,Financiada,Casado,1,30582.16,Negócio,Alto Risco
67,4619.38,Bom,22,Financiada,Casado,1,13028.7,Veículo,Baixo Risco
42,4468.23,Excelente,24,Financiada,Solteiro,2,21488.21,Negócio,Baixo Risco
41,6744.88,Bom,20,Alugada,Solteiro,1,33324.52,Pessoal,Baixo Risco
30,3038.33,Regular,19,Alugada,Divorciado,0,1000.0,Pessoal,Baixo Risco
24,3828.73,Excelente,23,Alugada,Casado,3,12763.55,Pessoal,Baixo Risco
53,3874.08,Excelente,24,Própria,Solteiro,2,15014.96,Imóvel,Baixo Risco
62,5866.18,Bom,12,Própria,Solteiro,3,1000.0,Pessoal,Baixo Risco
37,3357.06,Ruim,22,Própria,Casado,2,11352.23,Negócio,Alto Risco
18,3918.53,Regular,13,Familiar,Casado,2,7228.95,Pessoal,Baixo Risco
25,4411.84,Regular,22,Alugada,Solteiro,0,21861.48,Veículo,Baixo Risco
63,3779.91,Bom,4,Financiada,Divorciado,1,1138.82,Educação,Baixo Risco
33,2830.35,Regular,3,Própria,Solteiro,3,30114.58,Pessoal,Alto Risco
31,3791.13,Excelente,13,Alugada,Casado,3,20519.18,Pessoal,Baixo Risco
29,5110.45,Regular,9,Própria,Casado,1,6569.43,Imóvel,Baixo Risco
68,1960.23,Ruim,16,Própria,Solteiro,3,23211.36,Pessoal,Alto Risco
40,3699.45,Regular,9,Financiada,Divorciado,2,19775.84,Pessoal,Baixo Risco
32,2449.82,Ruim,6,Alugada,Casado,1,14689.86,Pessoal,Alto Risco
45,5292.57,Regular,15,Própria,Casado,0,9228.34,Veículo,Baixo Risco
51,1215.22,Excelente,0,Financiada,Solteiro,0,19381.31,Negócio,Alto Risco
19,2661.62,Ruim,16,Própria,Solteiro,0,15983.36,Educação,Alto Risco
49,4065.82,Excelente,20,Familiar,Solteiro,1,9486.08,Pessoal,Baixo Risco
40,5848.29,Regular,8,Própria,Casado,0,4253.96,Veículo,Baixo Risco
39,3401.37,Excelente,5,Própria,Casado,3,8195.29,Veículo,Baixo Risco
68,2667.2,Excelente,18,Própria,Divorciado,1,10973.62,Negócio,Baixo Risco
42,6321.74,Bom,12,Própria,Casado,1,24299.9,Pessoal,Baixo Risco
39,1327.98,Bom,2,Própria,Divorciado,1,21886.07,Veículo,Alto Risco
39,1000.0,Bom,6,Alugada,Casado,2,11399.46,Imóvel,Alto Risco
66,4160.02,Regular,21,Financiada,Solteiro,0,11710.45,Negócio,Baixo Risco
69,2746.92,Excelente,8,Financiada,Solteiro,3,22930.82,Pessoal,Baixo Risco
59,1968.15,Excelente,21,Própria,Casado,2,17138.77,Pessoal,Baixo Risco
23,4562.53,Regular,4,Alugada,Solteiro,3,17027.32,Pessoal,Alto Risco
32,3865.7,Bom,9,Própria,Solteiro,1,9373.0,Pessoal,Baixo Risco
60,2653.88,Regular,22,Própria,Casado,1,14012.65,Imóvel,Alto Risco
54,1579.54,Regular,16,Alugada,Divorciado,0,15034.09,Imóvel,Alto Risco
50,4808.69,Ruim,11,Alugada,Solteiro,1,14270.47,Imóvel,Baixo Risco
25,4475.3,Regular,22,Própria,Casado,2,20872.54,Pessoal,Baixo Risco
61,3351.24,Bom,15,Própria,Divorciado,2,21122.83,Pessoal,Baixo Risco
61,6269.96,Regular,2,Familiar,Casado,3,7648.34,Pessoal,Baixo Risco
22,1894.87,Bom,24,Própria,Solteiro,1,10998.28,Pessoal,Alto Risco
56,1211.71,Bom,21,Alugada,Solteiro,1,9501.01,Educação,Alto Risco
21,2462.14,Regular,8,Alugada,Casado,0,26108.21,Pessoal,Alto Risco
23,3431.62,Bom,14,Própria,Casado,3,33027.92,Pessoal,Baixo Risco
62,3865.01,Regular,4,Própria,Divorciado,0,11291.03,Veículo,Baixo Risco
49,3138.15,Ruim,22,Própria,Casado,1,13663.24,Veículo,Alto Risco
69,4028.08,Ruim,12,Financiada,Solteiro,2,21738.52,Veículo,Alto Risco
47,1622.69,Ruim,13,Alugada,Solteiro,1,9342.31,Educação,Alto Risco
64,5665.65,Bom,19,Alugada,Casado,0,21919.27,Pessoal,Baixo Risco
52,3376.77,Bom,14,Familiar,Solteiro,1,14833.05,Imóvel,Baixo Risco
57,5175.94,Regular,15,Financiada,Solteiro,4,1050.08,Veículo,Baixo Risco
69,4014.09,Bom,22,Alugada,Casado,0,4596.53,Veículo,Baixo Risco
33,4185.13,Regular,12,Alugada,Solteiro,1,12297.17,Negócio,Baixo Risco
30,4354.65,Regular,16,Alugada,Solteiro,2,24783.59,Pessoal,Baixo Risco
67,4171.56,Regular,22,Alugada,Casado,2,7859.72,Imóvel,Baixo Risco
59,4464.08,Bom,7,Alugada,Solteiro,1,10727.2,Pessoal,Baixo Risco
47,5493.73,Excelente,20,Alugada,Solteiro,0,16688.99,Veículo,Baixo Risco
36,3794.78,Bom,1,Própria,Casado,1,1649.88,Educação,Baixo Risco
34,4563.51,Excelente,4,Alugada,Divorciado,0,17388.43,Educação,Baixo Risco
36,3365.4,Ruim,5,Própria,Solteiro,2,2650.08,Educação,Baixo Risco
45,5660.18,Bom,11,Própria,Casado,1,19537.47,Imóvel,Baixo Risco
43,2485.41,Excelente,17,Própria,Casado,1,8529.78,Pessoal,Baixo Risco
54,6201.41,Excelente,21,Alugada,Casado,2,7463.61,Imóvel,Baixo Risco
43,3439.76,Regular,21,Alugada,Divorciado,1,17182.37,Imóvel,Baixo Risco
40,1353.84,Regular,0,Própria,Casado,1,21351.92,Pessoal,Alto Risco
26,3692.16,Bom,16,Alugada,Divorciado,1,18010.08,Veículo,Baixo Risco
29,2478.42,Excelente,10,Alugada,Solteiro,0,16661.15,Educação,Baixo Risco
18,4760.97,Bom,9,Própria,Solteiro,2,16774.42,Veículo,Baixo Risco
18,2521.06,Bom,18,Alugada,Divorciado,2,18058.58,Veículo,Alto Risco
64,2830.72,Regular,13,Financiada,Casado,1,18584.29,Educação,Alto Risco
51,1000.0,Regular,9,Financiada,Solteiro,2,11845.75,Pessoal,Alto Risco
49,2821.54,Bom,14,Alugada,Casado,0,20236.02,Pessoal,Baixo Risco
65,1000.0,Bom,18,Alugada,Divorciado,2,8614.48,Imóvel,Alto Risco
42,1124.15,Ruim,3,Própria,Divorciado,2,23731.15,Veículo,Alto Risco
57,4640.62,Bom,1,Própria,Solteiro,2,21259.55,Imóvel,Baixo Risco
62,4678.7,Regular,8,Própria,Divorciado,0,32447.21,Pessoal,Alto Risco
18,4138.19,Excelente,9,Familiar,Solteiro,2,19110.79,Pessoal,Baixo Risco
33,2049.54,Bom,10,Própria,Solteiro,1,22272.8,Pessoal,Alto Risco
56,3428.43,Excelente,13,Própria,Casado,1,2515.69,Negócio,Baixo Risco
22,3494.6,Regular,6,Financiada,Solteiro,1,22533.57,Veículo,Alto Risco
39,1762.45,Ruim,22,Familiar,Solteiro,2,24411.65,Veículo,Alto Risco
46,5755.1,Bom,14,Financiada,Casado,0,27037.77,Pessoal,Baixo Risco
20,4816.04,Excelente,21,Própria,Solteiro,0,15963.73,Pessoal,Baixo Risco
29,3168.55,Excelente,18,Própria,Solteiro,2,12264.85,Veículo,Baixo Risco
43,3540.33,Bom,21,Própria,Solteiro,1,6283.88,Pessoal,Baixo Risco
33,3812.57,Excelente,14,Própria,Casado,1,7015.71,Veículo,Baixo Risco
68,1000.0,Excelente,23,Própria,Casado,0,14795.15,Veículo,Alto Risco
54,3129.23,Regular,7,Alugada,Casado,0,1000.0,Educação,Baixo Risco
39,2477.02,Bom,10,Familiar,Casado,2,8854.25,Imóvel,Baixo Risco
46,1997.57,Bom,8,Própria,Casado,0,15716.18,Veículo,Alto Risco
31,3078.35,Ruim,14,Alugada,Divorciado,0,15537.63,Pessoal,Alto Risco
45,6196.53,Excelente,0,Alugada,Solteiro,0,7244.85,Imóvel,Baixo Risco
22,4461.26,Ruim,0,Própria,Solteiro,1,5129.09,Imóvel,Alto Risco
64,2643.23,Bom,18,Alugada,Divorciado,1,6323.9,Pessoal,Baixo Risco
66,4358.87,Ruim,2,Própria,Casado,0,13233.18,Negócio,Alto Risco
47,5599.03,Regular,9,Própria,Viúvo,0,32038.38,Pessoal,Baixo Risco
63,4886.95,Ruim,7,Financiada,Casado,0,23482.71,Pessoal,Alto Risco
69,3589.45,Ruim,14,Própria,Casado,1,16713.56,Pessoal,Alto Risco
22,2529.59,Bom,9,Familiar,Casado,1,19431.13,Negócio,Alto Risco
29,4547.33,Ruim,0,Própria,Casado,3,23126.92,Veículo,Alto Risco
33,4090.23,Bom,17,Alugada,Casado,2,20404.95,Educação,Baixo Risco
43,4842.79,Bom,1,Alugada,Casado,2,12534.32,Pessoal,Baixo Risco
43,4452.76,Bom,18,Própria,Casado,0,8235.29,Veículo,Baixo Risco
65,5074.33,Regular,12,Própria,Divorciado,0,13997.81,Veículo,Baixo Risco
38,2697.15,Excelente,21,Alugada,Solteiro,1,23033.93,Educação,Baixo Risco
56,5476.09,Regular,0,Financiada,Solteiro,2,12836.87,Pessoal,Baixo Risco
53,3796.4,Regular,1,Financiada,Casado,2,6162.59,Pessoal,Baixo Risco
50,6612.89,Regular,15,Alugada,Casado,4,1212.42,Pessoal,Baixo Risco
47,2466.22,Ruim,14,Financiada,Divorciado,2,14031.75,Educação,Alto Risco
54,6103.95,Bom,12,Alugada,Solteiro,2,6794.86,Veículo,Baixo Risco
40,3796.87,Bom,15,Financiada,Casado,2,11507.87,Veículo,Baixo Risco
27,2522.87,Bom,16,Alugada,Casado,1,26649.86,Veículo,Alto Risco
22,2774.17,Excelente,20,Alugada,Casado,0,14569.2,Negócio,Baixo Risco
53,3019.48,Excelente,6,Financiada,Divorciado,2,8996.31,Educação,Baixo Risco
51,4136.25,Bom,23,Própria,Solteiro,2,17470.01,Imóvel,Baixo Risco
69,4284.25,Bom,16,Financiada,Casado,2,30367.64,Pessoal,Baixo Risco
48,2639.45,Ruim,6,Alugada,Viúvo,2,14034.43,Pessoal,Alto Risco
27,3463.47,Regular,12,Própria,Divorciado,0,1000.0,Negócio,Baixo Risco
36,6713.41,Bom,4,Própria,Casado,2,20200.61,Veículo,Baixo Risco
49,6091.31,Regular,16,Própria,Casado,2,17771.44,Pessoal,Baixo Risco
18,4154.49,Excelente,2,Alugada,Solteiro,0,15720.98,Veículo,Baixo Risco
22,3557.01,Bom,6,Financiada,Casado,1,13246.58,Negócio,Baixo Risco
62,3680.05,Regular,16,Própria,Divorciado,0,8541.82,Veículo,Baixo Risco
21,4420.28,Bom,6,Financiada,Casado,1,27119.79,Imóvel,Baixo Risco
33,1965.81,Bom,20,Financiada,Solteiro,1,1000.0,Educação,Baixo Risco
41,3113.94,Ruim,0,Própria,Solteiro,2,12528.31,Veículo,Alto Risco
33,1000.0,Ruim,16,Financiada,Solteiro,2,12341.28,Pessoal,Alto Risco
19,4098.83,Regular,16,Familiar,Solteiro,1,21827.53,Negócio,Alto Risco
66,4470.79,Regular,10,Financiada,Solteiro,0,24885.29,Negócio,Alto Risco
45,2775.22,Regular,24,Financiada,Casado,1,13186.13,Educação,Baixo Risco
49,5860.98,Bom,2,Familiar,Solteiro,0,16543.73,Imóvel,Baixo Risco
44,1661.35,Bom,14,Alugada,Solteiro,1,17223.89,Pessoal,Alto Risco
37,1303.44,Excelente,20,Própria,Casado,0,23426.61,Negócio,Alto Risco
41,3836.68,Bom,10,Financiada,Solteiro,0,23261.84,Pessoal,Baixo Risco
29,5070.65,Regular,15,Alugada,Solteiro,2,10692.69,Educação,Baixo Risco
67,6025.89,Bom,24,Alugada,Solteiro,4,18503.21,Negócio,Baixo Risco
52,2811.67,Ruim,21,Própria,Solteiro,1,18066.01,Imóvel,Alto Risco
50,5118.02,Ruim,8,Financiada,Casado,0,14072.72,Educação,Baixo Risco
50,3442.24,Regular,23,Própria,Solteiro,0,17990.25,Educação,Baixo Risco
68,3241.06,Regular,23,Familiar,Casado,2,15161.5,Pessoal,Baixo Risco
60,4825.49,Ruim,0,Própria,Divorciado,0,16263.12,Imóvel,Alto Risco
54,4478.48,Excelente,24,Própria,Casado,2,4151.95,Pessoal,Baixo Risco
29,1135.41,Regular,21,Alugada,Casado,5,7656.31,Veículo,Alto Risco
20,5714.81,Excelente,15,Própria,Divorciado,0,21542.04,Pessoal,Baixo Risco
18,5570.14,Regular,8,Alugada,Casado,1,5315.3,Veículo,Baixo Risco
50,2561.66,Bom,18,Familiar,Solteiro,1,18760.87,Educação,Baixo Risco
57,4093.71,Ruim,11,Financiada,Casado,2,14348.59,Negócio,Alto Risco
27,4241.05,Ruim,18,Própria,Divorciado,2,23245.24,Veículo,Alto Risco
60,3891.01,Excelente,21,Própria,Solteiro,0,20190.4,Veículo,Baixo Risco
61,2674.54,Bom,8,Financiada,Solteiro,1,11373.77,Veículo,Baixo Risco
46,2492.56,Ruim,6,Familiar,Casado,2,13214.01,Negócio,Alto Risco
30,3461.67,Bom,13,Alugada,Divorciado,2,1000.0,Veículo,Baixo Risco
29,5259.09,Ruim,18,Alugada,Solteiro,1,13956.82,Imóvel,Baixo Risco
48,4315.4,Regular,18,Própria,Casado,1,4838.81,Negócio,Baixo Risco
63,2944.08,Bom,1,Financiada,Solteiro,2,13250.35,Veículo,Alto Risco
19,4657.55,Bom,8,Alugada,Casado,2,9896.65,Negócio,Baixo Risco
68,1000.0,Bom,12,Própria,Solteiro,3,7986.97,Negócio,Alto Risco
67,5223.15,Regular,14,Própria,Solteiro,1,24501.8,Negócio,Baixo Risco
52,1000.0,Bom,2,Financiada,Divorciado,2,4790.31,Pessoal,Alto Risco
40,2956.34,Regular,10,Própria,Casado,0,7295.48,Veículo,Baixo Risco
34,1820.5,Bom,20,Própria,Casado,1,9414.31,Educação,Alto Risco
43,1557.98,Regular,13,Alugada,Casado,1,11151.06,Veículo,Alto Risco
25,5241.24,Ruim,24,Própria,Solteiro,0,7985.77,Imóvel,Baixo Risco
46,2798.45,Ruim,7,Própria,Casado,2,12126.81,Pessoal,Alto Risco
43,4019.76,Bom,17,Financiada,Solteiro,1,17417.23,Pessoal,Baixo Risco
27,3429.62,Ruim,18,Financiada,Casado,1,20358.87,Veículo,Alto Risco
43,4215.56,Regular,15,Financiada,Solteiro,2,19970.46,Imóvel,Baixo Risco
51,3615.23,Regular,1,Financiada,Casado,0,1000.0,Veículo,Baixo Risco
68,1575.51,Ruim,7,Alugada,Divorciado,0,18041.57,Imóvel,Alto Risco
58,4994.4,Bom,21,Financiada,Viúvo,2,18535.19,Veículo,Baixo Risco
24,2759.37,Excelente,5,Própria,Casado,1,9700.81,Imóvel,Baixo Risco
21,1165.13,Ruim,11,Alugada,Solteiro,2,28341.47,Imóvel,Alto Risco
67,2857.83,Bom,14,Familiar,Casado,1,23701.33,Veículo,Alto Risco
62,5751.14,Ruim,24,Própria,Divorciado,3,13535.8,Veículo,Alto Risco
28,4775.33,Ruim,7,Própria,Solteiro,0,10232.25,Pessoal,Baixo Risco
46,2977.02,Excelente,3,Alugada,Viúvo,2,28211.56,Veículo,Baixo Risco
53,2976.11,Ruim,14,Própria,Solteiro,3,14847.89,Imóvel,Alto Risco
42,3017.55,Bom,19,Própria,Viúvo,1,15680.3,Veículo,Baixo Risco
38,6615.12,Regular,24,Financiada,Divorciado,0,15579.65,Veículo,Baixo Risco
53,4072.9,Regular,16,Familiar,Divorciado,2,33424.84,Imóvel,Baixo Risco
27,4145.06,Ruim,12,Alugada,Solteiro,0,13267.88,Pessoal,Alto Risco
54,5045.43,Excelente,17,Própria,Solteiro,0,14810.86,Negócio,Baixo Risco
26,3858.18,Bom,1,Própria,Casado,2,8351.5,Pessoal,Baixo Risco
41,3111.44,Regular,12,Financiada,Solteiro,2,11884.0,Negócio,Baixo Risco
52,3205.48,Regular,12,Alugada,Solteiro,0,6748.86,Veículo,Baixo Risco
66,3392.6,Regular,21,Própria,Casado,2,8514.13,Veículo,Baixo Risco
52,3444.17,Excelente,14,Alugada,Casado,3,1000.0,Pessoal,Baixo Risco
65,4591.44,Bom,19,Própria,Casado,1,22052.2,Pessoal,Baixo Risco
53,3577.92,Bom,9,Alugada,Casado,3,16253.97,Pessoal,Baixo Risco
35,4598.96,Ruim,2,Financiada,Solteiro,0,16912.87,Pessoal,Alto Risco
66,3378.93,Bom,18,Alugada,Viúvo,0,14580.49,Imóvel,Baixo Risco
56,3617.95,Bom,2,Alugada,Solteiro,1,15574.13,Veículo,Baixo Risco
49,1000.0,Ruim,21,Própria,Casado,1,27953.11,Educação,Alto Risco
41,4874.49,Excelente,13,Financiada,Casado,1,8849.82,Pessoal,Baixo Risco
40,4019.73,Ruim,7,Alugada,Divorciado,2,17226.85,Negócio,Alto Risco
49,4997.02,Regular,22,Própria,Solteiro,0,17183.93,Veículo,Baixo Risco
54,1000.0,Ruim,3,Alugada,Casado,0,24135.91,Pessoal,Alto Risco
29,6632.56,Bom,19,Própria,Casado,1,18509.24,Veículo,Baixo Risco
66,3290.62,Excelente,10,Financiada,Solteiro,3,18911.35,Pessoal,Baixo Risco
30,5162.27,Regular,10,Alugada,Casado,1,4933.84,Pessoal,Baixo Risco
40,1940.14,Ruim,10,Familiar,Divorciado,2,8528.78,Veículo,Alto Risco
42,4419.16,Regular,1,Própria,Viúvo,1,5664.89,Imóvel,Baixo Risco
52,1919.88,Excelente,16,Financiada,Solteiro,1,1000.0,Negócio,Baixo Risco
58,2564.35,Regular,8,Alugada,Solteiro,2,18177.59,Veículo,Alto Risco
47,6371.05,Regular,1,Financiada,Solteiro,2,12906.97,Negócio,Baixo Risco
34,3213.98,Regular,23,Própria,Casado,3,18192.57,Negócio,Baixo Risco
66,3826.15,Regular,14,Alugada,Solteiro,0,15283.91,Educação,Baixo Risco
37,4805.1,Ruim,15,Financiada,Solteiro,3,16923.49,Veículo,Alto Risco
65,4243.52,Regular,24,Própria,Viúvo,0,25704.92,Pessoal,Alto Risco
42,3725.63,Excelente,3,Própria,Divorciado,1,15058.36,Pessoal,Baixo Risco
39,4047.44,Bom,7,Alugada,Solteiro,0,20351.91,Imóvel,Baixo Risco
30,7105.12,Excelente,8,Alugada,Solteiro,2,12582.05,Veículo,Baixo Risco
36,3413.57,Bom,4,Própria,Casado,1,21598.3,Pessoal,Baixo Risco
66,3801.65,Bom,15,Própria,Solteiro,2,5082.9,Veículo,Baixo Risco
53,5075.98,Excelente,12,Própria,Casado,1,1000.0,Pessoal,Baixo Risco
29,5158.29,Bom,6,Financiada,Casado,2,31853.28,Imóvel,Baixo Risco
58,5280.55,Excelente,19,Alugada,Divorciado,1,29690.43,Pessoal,Baixo Risco
36,4458.1,Ruim,16,Financiada,Casado,2,1000.0,Imóvel,Baixo Risco
29,1785.49,Ruim,2,Familiar,Casado,2,14711.09,Educação,Alto Risco
26,5950.15,Excelente,4,Alugada,Casado,1,16199.33,Pessoal,Baixo Risco
24,1780.48,Ruim,18,Própria,Solteiro,1,20783.77,Veículo,Alto Risco
